Session ID,Cumulative Games,Games Simulated in Session,Lifetime Avg Bet (Xbase),Lifetime winrate (W/L x(Base)),Lifetime Amount won (Xbase),Lifetime Amount loss (Xbase),Lifetime Amount push (Xbase),Lifetime Net Gain/Loss (Xbase),Session Avg Bet (Xbase),Session winrate (W/L x(Base)),Session Amount won (Xbase),Session Amount loss (Xbase),Session Amount push (Xbase),Session Net Gain/Loss (Xbase),Session CI Left,Session CI Right,Lifetime CI Left,Lifetime CI Right,Lifetime Mean
5048,5048000,1000,1.162,49.558,2670499.000,2718123.000,475737.000,-47624.000,1.162,50.604,545.000,532.000,85.000,13.000,49.507,49.601,49.576,49.580,49.578
5049,5049000,1000,1.162,49.558,2671017.000,2718676.000,475830.000,-47659.000,1.164,48.366,518.000,553.000,93.000,-35.000,49.507,49.601,49.576,49.580,49.578
5050,5050000,1000,1.162,49.557,2671526.500,2719248.000,475917.000,-47721.500,1.169,47.110,509.500,572.000,87.000,-62.500,49.507,49.601,49.576,49.580,49.578
5051,5051000,1000,1.162,49.558,2672084.500,2719774.000,475998.000,-47689.500,1.165,51.476,558.000,526.000,81.000,32.000,49.507,49.601,49.576,49.580,49.578
5052,5052000,1000,1.162,49.557,2672591.500,2720332.000,476103.000,-47740.500,1.170,47.606,507.000,558.000,105.000,-51.000,49.507,49.601,49.576,49.580,49.578
5053,5053000,1000,1.162,49.558,2673155.500,2720865.000,476194.000,-47709.500,1.188,51.413,564.000,533.000,91.000,31.000,49.507,49.601,49.576,49.580,49.578
5054,5054000,1000,1.162,49.558,2673675.000,2721409.000,476289.000,-47734.000,1.159,48.848,519.500,544.000,95.000,-24.500,49.507,49.601,49.576,49.580,49.578
5055,5055000,1000,1.162,49.557,2674178.000,2721937.000,476417.000,-47759.000,1.159,48.788,503.000,528.000,128.000,-25.000,49.507,49.601,49.576,49.580,49.578
5056,5056000,1000,1.162,49.558,2674726.000,2722472.000,476501.000,-47746.000,1.167,50.600,548.000,535.000,84.000,13.000,49.507,49.601,49.576,49.580,49.578
5057,5057000,1000,1.162,49.558,2675312.500,2722986.000,476590.000,-47673.500,1.190,53.294,586.500,514.000,89.000,72.500,49.508,49.602,49.576,49.580,49.578
5058,5058000,1000,1.162,49.558,2675857.000,2723538.000,476664.000,-47681.000,1.171,49.658,544.500,552.000,74.000,-7.500,49.508,49.602,49.576,49.580,49.578
5059,5059000,1000,1.162,49.559,2676401.500,2724070.000,476754.000,-47668.500,1.167,50.581,544.500,532.000,90.000,12.500,49.508,49.602,49.576,49.580,49.578
5060,5060000,1000,1.162,49.559,2676958.000,2724583.000,476838.000,-47625.000,1.153,52.034,556.500,513.000,84.000,43.500,49.508,49.602,49.576,49.580,49.578
5061,5061000,1000,1.162,49.559,2677460.000,2725136.000,476939.000,-47676.000,1.156,47.583,502.000,553.000,101.000,-51.000,49.508,49.602,49.576,49.580,49.578
5062,5062000,1000,1.162,49.558,2677966.000,2725694.000,477035.000,-47728.000,1.160,47.556,506.000,558.000,96.000,-52.000,49.508,49.601,49.576,49.579,49.578
5063,5063000,1000,1.162,49.559,2678501.000,2726203.000,477142.000,-47702.000,1.151,51.245,535.000,509.000,107.000,26.000,49.508,49.602,49.576,49.579,49.578
5064,5064000,1000,1.162,49.559,2679032.500,2726749.000,477223.000,-47716.500,1.159,49.327,531.500,546.000,81.000,-14.500,49.508,49.602,49.576,49.579,49.578
5065,5065000,1000,1.162,49.559,2679581.500,2727283.000,477326.000,-47701.500,1.186,50.693,549.000,534.000,103.000,15.000,49.508,49.602,49.576,49.579,49.578
5066,5066000,1000,1.162,49.559,2680119.500,2727812.000,477432.000,-47692.500,1.173,50.422,538.000,529.000,106.000,9.000,49.508,49.602,49.576,49.579,49.578
5067,5067000,1000,1.162,49.559,2680638.500,2728349.000,477545.000,-47710.500,1.169,49.148,519.000,537.000,113.000,-18.000,49.508,49.602,49.576,49.579,49.578
5068,5068000,1000,1.162,49.559,2681182.000,2728868.000,477629.000,-47686.000,1.147,51.153,543.500,519.000,84.000,24.500,49.509,49.602,49.576,49.579,49.578
5069,5069000,1000,1.162,49.559,2681713.500,2729411.000,477721.000,-47697.500,1.167,49.465,531.500,543.000,92.000,-11.500,49.508,49.602,49.576,49.579,49.578
5070,5070000,1000,1.162,49.559,2682238.000,2729938.000,477824.000,-47700.000,1.155,49.881,524.500,527.000,103.000,-2.500,49.509,49.602,49.576,49.579,49.578
5071,5071000,1000,1.162,49.559,2682753.500,2730470.000,477929.000,-47716.500,1.153,49.212,515.500,532.000,105.000,-16.500,49.509,49.602,49.576,49.579,49.578
5072,5072000,1000,1.162,49.559,2683261.500,2731029.000,478027.000,-47767.500,1.165,47.610,508.000,559.000,98.000,-51.000,49.508,49.602,49.576,49.579,49.578
5073,5073000,1000,1.162,49.559,2683770.500,2731571.000,478124.000,-47800.500,1.148,48.430,509.000,542.000,97.000,-33.000,49.508,49.602,49.576,49.579,49.578
5074,5074000,1000,1.162,49.558,2684279.000,2732115.000,478217.000,-47836.000,1.145,48.314,508.500,544.000,93.000,-35.500,49.508,49.601,49.576,49.579,49.578
5075,5075000,1000,1.162,49.559,2684817.000,2732639.000,478312.000,-47822.000,1.157,50.659,538.000,524.000,95.000,14.000,49.508,49.602,49.576,49.579,49.578
5076,5076000,1000,1.162,49.559,2685363.000,2733183.000,478388.000,-47820.000,1.166,50.092,546.000,544.000,76.000,2.000,49.508,49.602,49.576,49.579,49.578
5077,5077000,1000,1.162,49.559,2685892.500,2733719.000,478484.000,-47826.500,1.161,49.695,529.500,536.000,96.000,-6.500,49.508,49.602,49.576,49.579,49.578
5078,5078000,1000,1.162,49.559,2686425.000,2734272.000,478565.000,-47847.000,1.167,49.056,532.500,553.000,81.000,-20.500,49.508,49.602,49.576,49.579,49.578
5079,5079000,1000,1.162,49.559,2686966.500,2734805.000,478661.000,-47838.500,1.171,50.396,541.500,533.000,96.000,8.500,49.508,49.602,49.576,49.579,49.578
5080,5080000,1000,1.162,49.558,2687449.000,2735378.000,478769.000,-47929.000,1.163,45.713,482.500,573.000,108.000,-90.500,49.507,49.601,49.576,49.579,49.578
5081,5081000,1000,1.162,49.558,2687968.000,2735945.000,478853.000,-47977.000,1.170,47.790,519.000,567.000,84.000,-48.000,49.507,49.601,49.576,49.579,49.578
5082,5082000,1000,1.162,49.558,2688486.500,2736478.000,478942.000,-47991.500,1.141,49.311,518.500,533.000,89.000,-14.500,49.507,49.601,49.576,49.579,49.578
5083,5083000,1000,1.162,49.558,2689027.500,2737020.000,479035.000,-47992.500,1.176,49.954,541.000,542.000,93.000,-1.000,49.507,49.601,49.576,49.579,49.578
5084,5084000,1000,1.162,49.558,2689555.500,2737556.000,479130.000,-48000.500,1.159,49.624,528.000,536.000,95.000,-8.000,49.507,49.601,49.576,49.579,49.578
5085,5085000,1000,1.162,49.558,2690104.000,2738048.000,479239.000,-47944.000,1.149,52.715,548.500,492.000,109.000,56.500,49.508,49.601,49.576,49.579,49.578
5086,5086000,1000,1.162,49.558,2690634.000,2738583.000,479337.000,-47949.000,1.163,49.765,530.000,535.000,98.000,-5.000,49.508,49.601,49.576,49.579,49.578
5087,5087000,1000,1.162,49.559,2691219.500,2739079.000,479428.000,-47859.500,1.173,54.138,585.500,496.000,91.000,89.500,49.509,49.602,49.576,49.579,49.578
5088,5088000,1000,1.162,49.559,2691744.000,2739626.000,479522.000,-47882.000,1.165,48.950,524.500,547.000,94.000,-22.500,49.509,49.602,49.576,49.579,49.578
5089,5089000,1000,1.162,49.559,2692285.500,2740152.000,479626.000,-47866.500,1.171,50.726,541.500,526.000,104.000,15.500,49.509,49.602,49.576,49.579,49.578
5090,5090000,1000,1.162,49.560,2692841.500,2740688.000,479710.000,-47846.500,1.176,50.916,556.000,536.000,84.000,20.000,49.509,49.603,49.576,49.579,49.578
5091,5091000,1000,1.162,49.559,2693325.000,2741251.000,479816.000,-47926.000,1.153,46.202,483.500,563.000,106.000,-79.500,49.508,49.602,49.576,49.579,49.578
5092,5092000,1000,1.162,49.559,2693839.500,2741783.000,479920.000,-47943.500,1.151,49.164,514.500,532.000,104.000,-17.500,49.508,49.602,49.576,49.579,49.578
5093,5093000,1000,1.162,49.559,2694401.500,2742302.000,480011.000,-47900.500,1.172,51.989,562.000,519.000,91.000,43.000,49.509,49.602,49.576,49.579,49.578
5094,5094000,1000,1.162,49.559,2694921.000,2742828.000,480108.000,-47907.000,1.143,49.689,519.500,526.000,97.000,-6.500,49.509,49.602,49.576,49.579,49.578
5095,5095000,1000,1.162,49.559,2695433.000,2743391.000,480208.000,-47958.000,1.175,47.628,512.000,563.000,100.000,-51.000,49.508,49.602,49.576,49.579,49.578
5096,5096000,1000,1.162,49.559,2695966.000,2743917.000,480298.000,-47951.000,1.149,50.331,533.000,526.000,90.000,7.000,49.509,49.602,49.576,49.579,49.578
5097,5097000,1000,1.162,49.559,2696478.500,2744514.000,480367.000,-48035.500,1.179,46.192,512.500,597.000,69.000,-84.500,49.508,49.601,49.576,49.579,49.578
5098,5098000,1000,1.162,49.559,2697019.500,2745054.000,480459.000,-48034.500,1.173,50.046,541.000,540.000,92.000,1.000,49.508,49.602,49.576,49.579,49.578
5099,5099000,1000,1.162,49.559,2697574.000,2745555.000,480560.000,-47981.000,1.157,52.534,554.500,501.000,101.000,53.500,49.509,49.602,49.576,49.579,49.578
5100,5100000,1000,1.162,49.559,2698092.500,2746100.000,480652.000,-48007.500,1.155,48.754,518.500,545.000,92.000,-26.500,49.508,49.602,49.576,49.579,49.578
5101,5101000,1000,1.162,49.559,2698623.500,2746639.000,480751.000,-48015.500,1.169,49.626,531.000,539.000,99.000,-8.000,49.508,49.602,49.576,49.579,49.578
5102,5102000,1000,1.162,49.559,2699149.000,2747172.000,480832.000,-48023.000,1.139,49.646,525.500,533.000,81.000,-7.500,49.509,49.602,49.576,49.579,49.578
5103,5103000,1000,1.162,49.559,2699689.500,2747709.000,480921.000,-48019.500,1.167,50.162,540.500,537.000,89.000,3.500,49.509,49.602,49.576,49.579,49.578
5104,5104000,1000,1.162,49.559,2700195.500,2748246.000,481024.000,-48050.500,1.146,48.514,506.000,537.000,103.000,-31.000,49.508,49.602,49.576,49.579,49.578
5105,5105000,1000,1.162,49.560,2700757.000,2748741.000,481131.000,-47984.000,1.163,53.147,561.500,495.000,107.000,66.500,49.509,49.603,49.576,49.579,49.578
5106,5106000,1000,1.162,49.560,2701299.000,2749273.000,481220.000,-47974.000,1.163,50.466,542.000,532.000,89.000,10.000,49.509,49.603,49.576,49.579,49.578
5107,5107000,1000,1.162,49.561,2701900.500,2749777.000,481302.000,-47876.500,1.188,54.410,601.500,504.000,82.000,97.500,49.510,49.604,49.576,49.579,49.578
5108,5108000,1000,1.162,49.561,2702415.500,2750327.000,481391.000,-47911.500,1.154,48.357,515.000,550.000,89.000,-35.000,49.510,49.604,49.576,49.579,49.578
5109,5109000,1000,1.162,49.561,2702961.500,2750869.000,481479.000,-47907.500,1.176,50.184,546.000,542.000,88.000,4.000,49.510,49.604,49.576,49.579,49.578
5110,5110000,1000,1.162,49.561,2703495.000,2751395.000,481581.000,-47900.000,1.161,50.354,533.500,526.000,102.000,7.500,49.510,49.604,49.576,49.579,49.578
5111,5111000,1000,1.162,49.561,2704018.500,2751946.000,481668.000,-47927.500,1.161,48.720,523.500,551.000,87.000,-27.500,49.510,49.604,49.576,49.579,49.578
5112,5112000,1000,1.162,49.561,2704572.500,2752459.000,481755.000,-47886.500,1.154,51.921,554.000,513.000,87.000,41.000,49.511,49.604,49.576,49.579,49.578
5113,5113000,1000,1.162,49.561,2705087.000,2753012.000,481848.000,-47925.000,1.161,48.197,514.500,553.000,93.000,-38.500,49.510,49.604,49.576,49.579,49.578
5114,5114000,1000,1.162,49.560,2705552.500,2753611.000,481923.000,-48058.500,1.139,43.729,465.500,599.000,75.000,-133.500,49.509,49.603,49.576,49.579,49.578
5115,5115000,1000,1.162,49.560,2706070.000,2754164.000,482024.000,-48094.000,1.171,48.342,517.500,553.000,101.000,-35.500,49.509,49.602,49.576,49.579,49.578
5116,5116000,1000,1.162,49.560,2706601.000,2754700.000,482113.000,-48099.000,1.156,49.766,531.000,536.000,89.000,-5.000,49.509,49.603,49.576,49.579,49.578
5117,5117000,1000,1.162,49.560,2707122.500,2755240.000,482222.000,-48117.500,1.171,49.129,521.500,540.000,109.000,-18.500,49.509,49.602,49.576,49.579,49.578
5118,5118000,1000,1.162,49.559,2707633.000,2755799.000,482323.000,-48166.000,1.171,47.733,510.500,559.000,101.000,-48.500,49.509,49.602,49.576,49.579,49.578
5119,5119000,1000,1.162,49.559,2708129.500,2756358.000,482420.000,-48228.500,1.153,47.039,496.500,559.000,97.000,-62.500,49.508,49.602,49.576,49.579,49.578
5120,5120000,1000,1.162,49.559,2708682.500,2756884.000,482512.000,-48201.500,1.171,51.251,553.000,526.000,92.000,27.000,49.508,49.602,49.576,49.579,49.578
5121,5121000,1000,1.162,49.559,2709208.000,2757407.000,482599.000,-48199.000,1.135,50.119,525.500,523.000,87.000,2.500,49.509,49.602,49.576,49.579,49.578
5122,5122000,1000,1.162,49.559,2709721.000,2757983.000,482673.000,-48262.000,1.163,47.107,513.000,576.000,74.000,-63.000,49.508,49.602,49.576,49.579,49.578
5123,5123000,1000,1.162,49.558,2710250.500,2758544.000,482772.000,-48293.500,1.190,48.556,529.500,561.000,99.000,-31.500,49.508,49.601,49.576,49.579,49.578
5124,5124000,1000,1.162,49.558,2710762.000,2759062.000,482885.000,-48300.000,1.143,49.684,511.500,518.000,113.000,-6.500,49.508,49.601,49.576,49.579,49.578
5125,5125000,1000,1.162,49.558,2711253.500,2759630.000,482986.000,-48376.500,1.161,46.390,491.500,568.000,101.000,-76.500,49.507,49.601,49.576,49.579,49.578
5126,5126000,1000,1.162,49.558,2711804.500,2760176.000,483067.000,-48371.500,1.178,50.228,551.000,546.000,81.000,5.000,49.507,49.601,49.576,49.579,49.578
5127,5127000,1000,1.162,49.559,2712367.500,2760687.000,483171.000,-48319.500,1.178,52.421,563.000,511.000,104.000,52.000,49.508,49.601,49.576,49.579,49.578
5128,5128000,1000,1.162,49.558,2712887.000,2761235.000,483264.000,-48348.000,1.161,48.665,519.500,548.000,93.000,-28.500,49.508,49.601,49.576,49.579,49.578
5129,5129000,1000,1.162,49.558,2713416.500,2761775.000,483357.000,-48358.500,1.163,49.509,529.500,540.000,93.000,-10.500,49.508,49.601,49.576,49.579,49.578
5130,5130000,1000,1.162,49.558,2713916.000,2762336.000,483463.000,-48420.000,1.167,47.100,499.500,561.000,106.000,-61.500,49.507,49.601,49.576,49.579,49.578
5131,5131000,1000,1.162,49.557,2714423.000,2762905.000,483552.000,-48482.000,1.165,47.119,507.000,569.000,89.000,-62.000,49.507,49.600,49.576,49.579,49.578
5132,5132000,1000,1.162,49.557,2714929.000,2763455.000,483642.000,-48526.000,1.146,47.917,506.000,550.000,90.000,-44.000,49.507,49.600,49.576,49.579,49.578
5133,5133000,1000,1.162,49.557,2715452.500,2764000.000,483730.000,-48547.500,1.157,48.994,523.500,545.000,88.000,-21.500,49.506,49.600,49.576,49.579,49.578
5134,5134000,1000,1.162,49.557,2715980.500,2764540.000,483818.000,-48559.500,1.156,49.438,528.000,540.000,88.000,-12.000,49.506,49.600,49.576,49.579,49.578
5135,5135000,1000,1.162,49.557,2716532.500,2765102.000,483894.000,-48569.500,1.190,49.551,552.000,562.000,76.000,-10.000,49.506,49.600,49.576,49.579,49.578
5136,5136000,1000,1.162,49.557,2717078.000,2765626.000,483997.000,-48548.000,1.173,51.005,545.500,524.000,103.000,21.500,49.507,49.600,49.576,49.579,49.578
5137,5137000,1000,1.162,49.557,2717613.000,2766160.000,484091.000,-48547.000,1.163,50.047,535.000,534.000,94.000,1.000,49.507,49.600,49.576,49.579,49.578
5138,5138000,1000,1.162,49.558,2718198.000,2766662.000,484189.000,-48464.000,1.185,53.818,585.000,502.000,98.000,83.000,49.508,49.601,49.576,49.579,49.578
5139,5139000,1000,1.162,49.559,2718753.500,2767176.000,484293.000,-48422.500,1.173,51.940,555.500,514.000,104.000,41.500,49.508,49.601,49.576,49.579,49.578
5140,5140000,1000,1.162,49.559,2719299.000,2767678.000,484389.000,-48379.000,1.143,52.076,545.500,502.000,96.000,43.500,49.509,49.602,49.576,49.579,49.578
5141,5141000,1000,1.162,49.559,2719811.500,2768219.000,484494.000,-48407.500,1.159,48.647,512.500,541.000,105.000,-28.500,49.508,49.602,49.576,49.579,49.578
5142,5142000,1000,1.162,49.559,2720335.000,2768770.000,484592.000,-48435.000,1.173,48.720,523.500,551.000,98.000,-27.500,49.508,49.602,49.576,49.579,49.578
5143,5143000,1000,1.162,49.559,2720837.000,2769294.000,484707.000,-48457.000,1.141,48.928,502.000,524.000,115.000,-22.000,49.508,49.601,49.576,49.579,49.578
5144,5144000,1000,1.162,49.558,2721342.000,2769859.000,484801.000,-48517.000,1.164,47.196,505.000,565.000,94.000,-60.000,49.508,49.601,49.576,49.579,49.578
5145,5145000,1000,1.162,49.558,2721883.000,2770380.000,484902.000,-48497.000,1.163,50.942,541.000,521.000,101.000,20.000,49.508,49.601,49.576,49.579,49.578
5146,5146000,1000,1.162,49.559,2722454.500,2770923.000,484969.000,-48468.500,1.181,51.279,571.500,543.000,67.000,28.500,49.508,49.602,49.576,49.579,49.578
5147,5147000,1000,1.162,49.559,2722989.000,2771467.000,485063.000,-48478.000,1.173,49.560,534.500,544.000,94.000,-9.500,49.508,49.602,49.576,49.579,49.578
5148,5148000,1000,1.162,49.559,2723531.000,2772008.000,485148.000,-48477.000,1.168,50.046,542.000,541.000,85.000,1.000,49.508,49.602,49.576,49.579,49.578
5149,5149000,1000,1.162,49.559,2724090.000,2772546.000,485232.000,-48456.000,1.181,50.957,559.000,538.000,84.000,21.000,49.509,49.602,49.576,49.579,49.578
5150,5150000,1000,1.162,49.559,2724618.500,2773085.000,485314.000,-48466.500,1.149,49.508,528.500,539.000,82.000,-10.500,49.509,49.602,49.576,49.579,49.578
5151,5151000,1000,1.162,49.559,2725132.500,2773649.000,485421.000,-48516.500,1.185,47.681,514.000,564.000,107.000,-50.000,49.508,49.602,49.576,49.579,49.578
5152,5152000,1000,1.162,49.559,2725655.000,2774197.000,485521.000,-48542.000,1.171,48.809,522.500,548.000,100.000,-25.500,49.508,49.601,49.576,49.579,49.578
5153,5153000,1000,1.162,49.559,2726162.500,2774729.000,485629.000,-48566.500,1.147,48.822,507.500,532.000,108.000,-24.500,49.508,49.601,49.576,49.579,49.578
5154,5154000,1000,1.162,49.558,2726661.000,2775299.000,485730.000,-48638.000,1.169,46.654,498.500,570.000,101.000,-71.500,49.508,49.601,49.576,49.579,49.578
5155,5155000,1000,1.162,49.558,2727189.000,2775838.000,485818.000,-48649.000,1.155,49.485,528.000,539.000,88.000,-11.000,49.508,49.601,49.576,49.579,49.578
5156,5156000,1000,1.162,49.559,2727762.000,2776340.000,485901.000,-48578.000,1.158,53.302,573.000,502.000,83.000,71.000,49.508,49.601,49.576,49.579,49.578
5157,5157000,1000,1.162,49.559,2728311.500,2776877.000,486002.000,-48565.500,1.188,50.575,549.500,537.000,101.000,12.500,49.508,49.602,49.576,49.579,49.578
5158,5158000,1000,1.162,49.559,2728862.000,2777394.000,486104.000,-48532.000,1.169,51.569,550.500,517.000,102.000,33.500,49.509,49.602,49.576,49.579,49.578
5159,5159000,1000,1.162,49.559,2729385.000,2777929.000,486185.000,-48544.000,1.139,49.433,523.000,535.000,81.000,-12.000,49.509,49.602,49.576,49.579,49.578
5160,5160000,1000,1.162,49.559,2729907.000,2778479.000,486273.000,-48572.000,1.160,48.694,522.000,550.000,88.000,-28.000,49.509,49.602,49.576,49.579,49.578
5161,5161000,1000,1.162,49.559,2730440.000,2779041.000,486369.000,-48601.000,1.191,48.676,533.000,562.000,96.000,-29.000,49.508,49.602,49.576,49.579,49.578
5162,5162000,1000,1.162,49.559,2730957.500,2779569.000,486479.000,-48611.500,1.155,49.498,517.500,528.000,110.000,-10.500,49.508,49.602,49.576,49.579,49.578
5163,5163000,1000,1.162,49.559,2731483.000,2780112.000,486590.000,-48629.000,1.179,49.181,525.500,543.000,111.000,-17.500,49.508,49.601,49.576,49.579,49.578
5164,5164000,1000,1.162,49.559,2732007.000,2780655.000,486680.000,-48648.000,1.157,49.110,524.000,543.000,90.000,-19.000,49.508,49.601,49.576,49.579,49.578
5165,5165000,1000,1.162,49.559,2732546.500,2781200.000,486768.000,-48653.500,1.173,49.746,539.500,545.000,88.000,-5.500,49.508,49.601,49.576,49.579,49.578
5166,5166000,1000,1.162,49.559,2733091.500,2781738.000,486854.000,-48646.500,1.169,50.323,545.000,538.000,86.000,7.000,49.509,49.602,49.576,49.579,49.578
5167,5167000,1000,1.162,49.559,2733616.500,2782304.000,486946.000,-48687.500,1.183,48.121,525.000,566.000,92.000,-41.000,49.508,49.601,49.576,49.579,49.578
5168,5168000,1000,1.162,49.559,2734164.000,2782809.000,487036.000,-48645.000,1.143,52.019,547.500,505.000,90.000,42.500,49.509,49.602,49.576,49.579,49.578
5169,5169000,1000,1.162,49.559,2734699.000,2783359.000,487125.000,-48660.000,1.174,49.309,535.000,550.000,89.000,-15.000,49.509,49.602,49.576,49.579,49.578
5170,5170000,1000,1.162,49.559,2735241.500,2783868.000,487237.000,-48626.500,1.163,51.593,542.500,509.000,112.000,33.500,49.509,49.602,49.576,49.579,49.578
5171,5171000,1000,1.162,49.559,2735746.500,2784446.000,487327.000,-48699.500,1.173,46.630,505.000,578.000,90.000,-73.000,49.509,49.602,49.576,49.579,49.578
5172,5172000,1000,1.162,49.558,2736246.000,2785014.000,487419.000,-48768.000,1.159,46.792,499.500,568.000,92.000,-68.500,49.508,49.601,49.576,49.579,49.578
5173,5173000,1000,1.162,49.558,2736750.000,2785560.000,487526.000,-48810.000,1.157,48.000,504.000,546.000,107.000,-42.000,49.508,49.601,49.576,49.579,49.578
5174,5174000,1000,1.162,49.558,2737290.500,2786091.000,487618.000,-48800.500,1.163,50.443,540.500,531.000,92.000,9.500,49.508,49.601,49.576,49.579,49.578
5175,5175000,1000,1.162,49.558,2737791.000,2786636.000,487725.000,-48845.000,1.153,47.872,500.500,545.000,107.000,-44.500,49.508,49.601,49.576,49.579,49.578
5176,5176000,1000,1.162,49.558,2738322.500,2787183.000,487814.000,-48860.500,1.167,49.281,531.500,547.000,89.000,-15.500,49.508,49.600,49.576,49.579,49.578
