Session ID,Cumulative Games,Games Simulated in Session,Lifetime Avg Bet (Xbase),Lifetime winrate (W/L x(Base)),Lifetime Amount won (Xbase),Lifetime Amount loss (Xbase),Lifetime Amount push (Xbase),Lifetime Net Gain/Loss (Xbase),Session Avg Bet (Xbase),Session winrate (W/L x(Base)),Session Amount won (Xbase),Session Amount loss (Xbase),Session Amount push (Xbase),Session Net Gain/Loss (Xbase),Session CI Left,Session CI Right,Lifetime CI Left,Lifetime CI Right,Lifetime Mean
4888,4888000,1000,1.162,49.565,2586333.000,2631696.000,460638.000,-45363.000,1.149,47.810,507.500,554.000,88.000,-46.500,49.514,49.609,49.577,49.580,49.579
4889,4889000,1000,1.162,49.566,2586879.500,2632202.000,460740.000,-45322.500,1.155,51.924,546.500,506.000,102.000,40.500,49.514,49.610,49.577,49.580,49.579
4890,4890000,1000,1.162,49.566,2587423.500,2632731.000,460826.000,-45307.500,1.159,50.699,544.000,529.000,86.000,15.000,49.515,49.610,49.577,49.580,49.579
4891,4891000,1000,1.162,49.566,2587939.000,2633270.000,460930.000,-45331.000,1.159,48.886,515.500,539.000,104.000,-23.500,49.514,49.610,49.577,49.580,49.579
4892,4892000,1000,1.162,49.566,2588442.500,2633801.000,461048.000,-45358.500,1.153,48.671,503.500,531.000,118.000,-27.500,49.514,49.610,49.577,49.580,49.579
4893,4893000,1000,1.162,49.566,2588996.000,2634316.000,461135.000,-45320.000,1.155,51.802,553.500,515.000,87.000,38.500,49.515,49.610,49.577,49.580,49.579
4894,4894000,1000,1.162,49.566,2589525.500,2634855.000,461247.000,-45329.500,1.181,49.555,529.500,539.000,112.000,-9.500,49.515,49.610,49.577,49.580,49.579
4895,4895000,1000,1.162,49.566,2590028.500,2635407.000,461344.000,-45378.500,1.152,47.678,503.000,552.000,97.000,-49.000,49.514,49.610,49.577,49.580,49.579
4896,4896000,1000,1.162,49.566,2590546.000,2635949.000,461437.000,-45403.000,1.153,48.844,517.500,542.000,93.000,-24.500,49.514,49.610,49.577,49.580,49.579
4897,4897000,1000,1.162,49.566,2591086.500,2636509.000,461511.000,-45422.500,1.175,49.114,540.500,560.000,74.000,-19.500,49.514,49.610,49.577,49.580,49.579
4898,4898000,1000,1.162,49.565,2591590.000,2637047.000,461606.000,-45457.000,1.137,48.344,503.500,538.000,95.000,-34.500,49.514,49.609,49.577,49.580,49.579
4899,4899000,1000,1.162,49.565,2592100.000,2637596.000,461710.000,-45496.000,1.163,48.159,510.000,549.000,104.000,-39.000,49.514,49.609,49.577,49.580,49.579
4900,4900000,1000,1.162,49.565,2592609.000,2638141.000,461805.000,-45532.000,1.149,48.292,509.000,545.000,95.000,-36.000,49.513,49.609,49.577,49.580,49.579
4901,4901000,1000,1.162,49.564,2593112.500,2638689.000,461901.000,-45576.500,1.147,47.884,503.500,548.000,96.000,-44.500,49.513,49.608,49.577,49.580,49.579
4902,4902000,1000,1.162,49.565,2593681.000,2639216.000,461991.000,-45535.000,1.185,51.894,568.500,527.000,90.000,41.500,49.513,49.609,49.577,49.580,49.579
4903,4903000,1000,1.162,49.565,2594213.000,2639748.000,462081.000,-45535.000,1.154,50.000,532.000,532.000,90.000,0.000,49.514,49.609,49.577,49.580,49.579
4904,4904000,1000,1.162,49.565,2594724.000,2640271.000,462205.000,-45547.000,1.158,49.420,511.000,523.000,124.000,-12.000,49.514,49.609,49.577,49.580,49.579
4905,4905000,1000,1.162,49.565,2595231.500,2640822.000,462279.000,-45590.500,1.133,47.945,507.500,551.000,74.000,-43.500,49.513,49.609,49.577,49.580,49.579
4906,4906000,1000,1.162,49.564,2595753.500,2641377.000,462366.000,-45623.500,1.164,48.468,522.000,555.000,87.000,-33.000,49.513,49.608,49.577,49.580,49.579
4907,4907000,1000,1.162,49.564,2596276.500,2641908.000,462470.000,-45631.500,1.158,49.620,523.000,531.000,104.000,-8.000,49.513,49.608,49.577,49.580,49.579
4908,4908000,1000,1.162,49.564,2596805.000,2642458.000,462546.000,-45653.000,1.155,49.003,528.500,550.000,76.000,-21.500,49.513,49.608,49.577,49.580,49.579
4909,4909000,1000,1.162,49.565,2597357.500,2642979.000,462651.000,-45621.500,1.179,51.467,552.500,521.000,105.000,31.500,49.513,49.609,49.577,49.580,49.579
4910,4910000,1000,1.162,49.564,2597838.500,2643552.000,462754.000,-45713.500,1.157,45.636,481.000,573.000,103.000,-92.000,49.512,49.608,49.577,49.580,49.579
4911,4911000,1000,1.162,49.564,2598372.000,2644081.000,462852.000,-45709.000,1.161,50.212,533.500,529.000,98.000,4.500,49.513,49.608,49.577,49.580,49.579
4912,4912000,1000,1.162,49.564,2598866.000,2644629.000,462939.000,-45763.000,1.129,47.409,494.000,548.000,87.000,-54.000,49.512,49.607,49.577,49.580,49.579
4913,4913000,1000,1.162,49.563,2599375.500,2645183.000,463027.000,-45807.500,1.151,47.908,509.500,554.000,88.000,-44.500,49.512,49.607,49.577,49.580,49.579
4914,4914000,1000,1.162,49.563,2599906.000,2645707.000,463129.000,-45801.000,1.157,50.308,530.500,524.000,102.000,6.500,49.512,49.607,49.577,49.580,49.578
4915,4915000,1000,1.162,49.564,2600486.000,2646225.000,463195.000,-45739.000,1.164,52.823,580.000,518.000,66.000,62.000,49.513,49.608,49.577,49.580,49.578
4916,4916000,1000,1.162,49.565,2601068.000,2646735.000,463290.000,-45667.000,1.187,53.297,582.000,510.000,95.000,72.000,49.513,49.609,49.577,49.580,49.578
4917,4917000,1000,1.162,49.565,2601617.000,2647289.000,463365.000,-45672.000,1.178,49.773,549.000,554.000,75.000,-5.000,49.513,49.609,49.577,49.580,49.578
4918,4918000,1000,1.162,49.564,2602109.000,2647842.000,463456.000,-45733.000,1.136,47.081,492.000,553.000,91.000,-61.000,49.513,49.608,49.577,49.580,49.578
4919,4919000,1000,1.162,49.564,2602630.000,2648379.000,463545.000,-45749.000,1.147,49.244,521.000,537.000,89.000,-16.000,49.513,49.608,49.577,49.580,49.578
4920,4920000,1000,1.162,49.564,2603158.000,2648925.000,463640.000,-45767.000,1.169,49.162,528.000,546.000,95.000,-18.000,49.513,49.608,49.577,49.580,49.578
4921,4921000,1000,1.162,49.564,2603665.000,2649460.000,463740.000,-45795.000,1.142,48.656,507.000,535.000,100.000,-28.000,49.513,49.608,49.577,49.580,49.578
4922,4922000,1000,1.162,49.564,2604171.500,2650009.000,463831.000,-45837.500,1.147,47.987,506.500,549.000,91.000,-42.500,49.512,49.608,49.577,49.580,49.578
4923,4923000,1000,1.162,49.563,2604678.000,2650561.000,463930.000,-45883.000,1.157,47.851,506.500,552.000,99.000,-45.500,49.512,49.607,49.577,49.580,49.578
4924,4924000,1000,1.162,49.563,2605195.500,2651101.000,464027.000,-45905.500,1.155,48.936,517.500,540.000,97.000,-22.500,49.512,49.607,49.577,49.580,49.578
4925,4925000,1000,1.162,49.563,2605717.500,2651634.000,464120.000,-45916.500,1.148,49.479,522.000,533.000,93.000,-11.000,49.512,49.607,49.577,49.580,49.578
4926,4926000,1000,1.162,49.563,2606204.000,2652198.000,464235.000,-45994.000,1.165,46.311,486.500,564.000,115.000,-77.500,49.511,49.606,49.577,49.580,49.578
4927,4927000,1000,1.162,49.562,2606723.500,2652745.000,464330.000,-46021.500,1.161,48.711,519.500,547.000,95.000,-27.500,49.511,49.606,49.577,49.580,49.578
4928,4928000,1000,1.162,49.562,2607235.500,2653295.000,464442.000,-46059.500,1.174,48.211,512.000,550.000,112.000,-38.000,49.511,49.606,49.577,49.580,49.578
4929,4929000,1000,1.162,49.562,2607753.000,2653822.000,464552.000,-46069.000,1.155,49.545,517.500,527.000,110.000,-9.500,49.511,49.606,49.577,49.580,49.578
4930,4930000,1000,1.162,49.562,2608277.500,2654342.000,464665.000,-46064.500,1.157,50.215,524.500,520.000,113.000,4.500,49.511,49.606,49.577,49.580,49.578
4931,4931000,1000,1.162,49.563,2608825.500,2654856.000,464769.000,-46030.500,1.166,51.601,548.000,514.000,104.000,34.000,49.511,49.606,49.577,49.580,49.578
4932,4932000,1000,1.162,49.562,2609328.000,2655412.000,464852.000,-46084.000,1.141,47.473,502.500,556.000,83.000,-53.500,49.511,49.606,49.577,49.580,49.578
4933,4933000,1000,1.162,49.562,2609875.500,2655961.000,464927.000,-46085.500,1.171,49.932,547.500,549.000,75.000,-1.500,49.511,49.606,49.577,49.580,49.578
4934,4934000,1000,1.162,49.562,2610379.500,2656516.000,465029.000,-46136.500,1.161,47.592,504.000,555.000,102.000,-51.000,49.511,49.606,49.577,49.580,49.578
4935,4935000,1000,1.162,49.561,2610875.000,2657092.000,465124.000,-46217.000,1.167,46.244,495.500,576.000,95.000,-80.500,49.510,49.605,49.577,49.580,49.578
4936,4936000,1000,1.162,49.561,2611390.000,2657630.000,465228.000,-46240.000,1.157,48.908,515.000,538.000,104.000,-23.000,49.510,49.605,49.577,49.580,49.578
4937,4937000,1000,1.162,49.561,2611912.500,2658173.000,465325.000,-46260.500,1.163,49.038,522.500,543.000,97.000,-20.500,49.510,49.605,49.577,49.580,49.578
4938,4938000,1000,1.162,49.561,2612450.500,2658693.000,465426.000,-46242.500,1.159,50.851,538.000,520.000,101.000,18.000,49.510,49.605,49.577,49.580,49.578
4939,4939000,1000,1.162,49.562,2613010.000,2659214.000,465522.000,-46204.000,1.177,51.782,559.500,521.000,96.000,38.500,49.510,49.605,49.577,49.580,49.578
4940,4940000,1000,1.162,49.562,2613531.000,2659757.000,465610.000,-46226.000,1.152,48.966,521.000,543.000,88.000,-22.000,49.510,49.605,49.577,49.580,49.578
4941,4941000,1000,1.162,49.562,2614072.000,2660281.000,465697.000,-46209.000,1.152,50.798,541.000,524.000,87.000,17.000,49.511,49.606,49.577,49.580,49.578
4942,4942000,1000,1.162,49.562,2614623.500,2660814.000,465785.000,-46190.500,1.173,50.853,551.500,533.000,88.000,18.500,49.511,49.606,49.577,49.580,49.578
4943,4943000,1000,1.162,49.562,2615143.500,2661384.000,465864.000,-46240.500,1.169,47.706,520.000,570.000,79.000,-50.000,49.510,49.605,49.577,49.580,49.578
4944,4944000,1000,1.162,49.562,2615667.500,2661905.000,465967.000,-46237.500,1.148,50.144,524.000,521.000,103.000,3.000,49.511,49.606,49.577,49.580,49.578
4945,4945000,1000,1.162,49.562,2616173.500,2662448.000,466067.000,-46274.500,1.149,48.236,506.000,543.000,100.000,-37.000,49.510,49.605,49.577,49.580,49.578
4946,4946000,1000,1.162,49.562,2616706.000,2663008.000,466145.000,-46302.000,1.171,48.741,532.500,560.000,78.000,-27.500,49.510,49.605,49.577,49.580,49.578
4947,4947000,1000,1.162,49.561,2617210.500,2663555.000,466242.000,-46344.500,1.149,47.979,504.500,547.000,97.000,-42.500,49.510,49.605,49.577,49.580,49.578
4948,4948000,1000,1.162,49.561,2617715.000,2664134.000,466346.000,-46419.000,1.188,46.562,504.500,579.000,104.000,-74.500,49.509,49.604,49.577,49.580,49.578
4949,4949000,1000,1.162,49.560,2618215.000,2664684.000,466445.000,-46469.000,1.149,47.619,500.000,550.000,99.000,-50.000,49.509,49.604,49.577,49.580,49.578
4950,4950000,1000,1.162,49.560,2618758.000,2665206.000,466538.000,-46448.000,1.158,50.986,543.000,522.000,93.000,21.000,49.509,49.604,49.577,49.580,49.578
4951,4951000,1000,1.162,49.560,2619276.500,2665771.000,466614.000,-46494.500,1.159,47.854,518.500,565.000,76.000,-46.500,49.509,49.604,49.577,49.580,49.578
4952,4952000,1000,1.162,49.560,2619783.500,2666299.000,466733.000,-46515.500,1.154,48.986,507.000,528.000,119.000,-21.000,49.509,49.604,49.577,49.580,49.578
4953,4953000,1000,1.162,49.559,2620276.500,2666873.000,466821.000,-46596.500,1.155,46.204,493.000,574.000,88.000,-81.000,49.508,49.603,49.577,49.580,49.578
4954,4954000,1000,1.162,49.560,2620832.500,2667409.000,466910.000,-46576.500,1.181,50.916,556.000,536.000,89.000,20.000,49.508,49.603,49.577,49.580,49.578
4955,4955000,1000,1.162,49.560,2621360.000,2667942.000,467013.000,-46582.000,1.163,49.741,527.500,533.000,103.000,-5.500,49.508,49.603,49.577,49.580,49.578
4956,4956000,1000,1.162,49.559,2621870.500,2668508.000,467099.000,-46637.500,1.163,47.422,510.500,566.000,86.000,-55.500,49.508,49.603,49.577,49.580,49.578
4957,4957000,1000,1.162,49.560,2622423.000,2669027.000,467178.000,-46604.000,1.151,51.563,552.500,519.000,79.000,33.500,49.508,49.603,49.577,49.580,49.578
4958,4958000,1000,1.162,49.560,2622989.000,2669541.000,467270.000,-46552.000,1.172,52.407,566.000,514.000,92.000,52.000,49.509,49.604,49.577,49.580,49.578
4959,4959000,1000,1.162,49.560,2623525.000,2670085.000,467357.000,-46560.000,1.167,49.630,536.000,544.000,87.000,-8.000,49.509,49.604,49.577,49.580,49.578
4960,4960000,1000,1.162,49.561,2624070.000,2670597.000,467452.000,-46527.000,1.152,51.561,545.000,512.000,95.000,33.000,49.509,49.604,49.577,49.580,49.578
4961,4961000,1000,1.162,49.560,2624586.000,2671167.000,467531.000,-46581.000,1.165,47.514,516.000,570.000,79.000,-54.000,49.509,49.604,49.577,49.580,49.578
4962,4962000,1000,1.162,49.560,2625121.000,2671704.000,467608.000,-46583.000,1.149,49.907,535.000,537.000,77.000,-2.000,49.509,49.604,49.577,49.580,49.578
4963,4963000,1000,1.162,49.560,2625645.500,2672253.000,467691.000,-46607.500,1.157,48.859,524.500,549.000,83.000,-24.500,49.509,49.604,49.577,49.580,49.578
4964,4964000,1000,1.162,49.560,2626185.500,2672800.000,467777.000,-46614.500,1.173,49.678,540.000,547.000,86.000,-7.000,49.509,49.604,49.577,49.580,49.578
4965,4965000,1000,1.162,49.560,2626727.500,2673335.000,467863.000,-46607.500,1.163,50.325,542.000,535.000,86.000,7.000,49.509,49.604,49.577,49.580,49.578
4966,4966000,1000,1.162,49.560,2627262.000,2673890.000,467959.000,-46628.000,1.185,49.059,534.500,555.000,96.000,-20.500,49.509,49.604,49.577,49.580,49.578
4967,4967000,1000,1.162,49.560,2627792.000,2674403.000,468075.000,-46611.000,1.159,50.815,530.000,513.000,116.000,17.000,49.509,49.604,49.577,49.580,49.578
4968,4968000,1000,1.162,49.560,2628288.000,2674954.000,468171.000,-46666.000,1.143,47.373,496.000,551.000,96.000,-55.000,49.509,49.604,49.577,49.580,49.578
4969,4969000,1000,1.162,49.560,2628829.500,2675470.000,468271.000,-46640.500,1.157,51.206,541.500,516.000,100.000,25.500,49.509,49.604,49.577,49.580,49.578
4970,4970000,1000,1.162,49.560,2629322.500,2676038.000,468364.000,-46715.500,1.154,46.466,493.000,568.000,93.000,-75.000,49.509,49.603,49.577,49.580,49.578
4971,4971000,1000,1.162,49.560,2629843.000,2676571.000,468461.000,-46728.000,1.151,49.407,520.500,533.000,97.000,-12.500,49.509,49.603,49.577,49.580,49.578
4972,4972000,1000,1.162,49.559,2630355.000,2677126.000,468565.000,-46771.000,1.171,47.985,512.000,555.000,104.000,-43.000,49.508,49.603,49.577,49.580,49.578
4973,4973000,1000,1.162,49.559,2630887.000,2677661.000,468656.000,-46774.000,1.158,49.859,532.000,535.000,91.000,-3.000,49.508,49.603,49.577,49.580,49.578
4974,4974000,1000,1.162,49.559,2631388.000,2678211.000,468764.000,-46823.000,1.159,47.669,501.000,550.000,108.000,-49.000,49.508,49.603,49.577,49.580,49.578
4975,4975000,1000,1.162,49.559,2631921.500,2678743.000,468876.000,-46821.500,1.177,50.070,533.500,532.000,112.000,1.500,49.508,49.603,49.577,49.580,49.578
4976,4976000,1000,1.162,49.559,2632441.500,2679278.000,468979.000,-46836.500,1.158,49.289,520.000,535.000,103.000,-15.000,49.508,49.603,49.577,49.580,49.578
4977,4977000,1000,1.162,49.560,2633000.500,2679781.000,469064.000,-46780.500,1.147,52.637,559.000,503.000,85.000,56.000,49.509,49.603,49.577,49.580,49.578
4978,4978000,1000,1.162,49.560,2633510.000,2680318.000,469156.000,-46808.000,1.139,48.686,509.500,537.000,92.000,-27.500,49.508,49.603,49.577,49.580,49.578
4979,4979000,1000,1.162,49.559,2634032.500,2680861.000,469262.000,-46828.500,1.171,49.038,522.500,543.000,106.000,-20.500,49.508,49.603,49.577,49.580,49.578
4980,4980000,1000,1.162,49.559,2634565.000,2681418.000,469341.000,-46853.000,1.169,48.876,532.500,557.000,79.000,-24.500,49.508,49.603,49.577,49.580,49.578
4981,4981000,1000,1.162,49.559,2635069.000,2681986.000,469423.000,-46917.000,1.154,47.015,504.000,568.000,82.000,-64.000,49.508,49.602,49.577,49.580,49.578
4982,4982000,1000,1.162,49.559,2635593.500,2682519.000,469536.000,-46925.500,1.171,49.598,524.500,533.000,113.000,-8.500,49.508,49.602,49.577,49.580,49.578
4983,4983000,1000,1.162,49.559,2636154.500,2683019.000,469628.000,-46864.500,1.153,52.875,561.000,500.000,92.000,61.000,49.508,49.603,49.577,49.580,49.578
4984,4984000,1000,1.162,49.559,2636678.500,2683571.000,469724.000,-46892.500,1.172,48.699,524.000,552.000,96.000,-28.000,49.508,49.603,49.577,49.580,49.578
4985,4985000,1000,1.162,49.559,2637207.000,2684088.000,469828.000,-46881.000,1.149,50.550,528.500,517.000,104.000,11.500,49.508,49.603,49.577,49.580,49.578
4986,4986000,1000,1.162,49.559,2637709.500,2684632.000,469921.000,-46922.500,1.139,48.017,502.500,544.000,93.000,-41.500,49.508,49.603,49.577,49.580,49.578
4987,4987000,1000,1.162,49.559,2638252.500,2685167.000,470000.000,-46914.500,1.157,50.371,543.000,535.000,79.000,8.000,49.508,49.603,49.577,49.580,49.578
4988,4988000,1000,1.162,49.560,2638813.500,2685678.000,470094.000,-46864.500,1.166,52.332,561.000,511.000,94.000,50.000,49.509,49.603,49.577,49.580,49.578
4989,4989000,1000,1.162,49.560,2639342.500,2686208.000,470186.000,-46865.500,1.151,49.953,529.000,530.000,92.000,-1.000,49.509,49.603,49.577,49.580,49.578
4990,4990000,1000,1.162,49.559,2639831.000,2686762.000,470303.000,-46931.000,1.159,46.859,488.500,554.000,117.000,-65.500,49.508,49.603,49.577,49.580,49.578
4991,4991000,1000,1.162,49.559,2640366.000,2687315.000,470386.000,-46949.000,1.171,49.173,535.000,553.000,83.000,-18.000,49.508,49.603,49.577,49.580,49.578
4992,4992000,1000,1.162,49.559,2640882.500,2687851.000,470491.000,-46968.500,1.157,49.074,516.500,536.000,105.000,-19.500,49.508,49.603,49.577,49.580,49.578
4993,4993000,1000,1.162,49.559,2641411.000,2688390.000,470598.000,-46979.000,1.175,49.508,528.500,539.000,107.000,-10.500,49.508,49.603,49.577,49.580,49.578
4994,4994000,1000,1.162,49.559,2641946.500,2688920.000,470691.000,-46973.500,1.159,50.258,535.500,530.000,93.000,5.500,49.508,49.603,49.577,49.580,49.578
4995,4995000,1000,1.162,49.560,2642502.500,2689447.000,470772.000,-46944.500,1.164,51.339,556.000,527.000,81.000,29.000,49.509,49.603,49.577,49.580,49.578
4996,4996000,1000,1.162,49.560,2643029.000,2689981.000,470880.000,-46952.000,1.169,49.646,526.500,534.000,108.000,-7.500,49.509,49.603,49.577,49.580,49.578
4997,4997000,1000,1.162,49.559,2643545.500,2690548.000,470971.000,-47002.500,1.175,47.670,516.500,567.000,91.000,-50.500,49.508,49.603,49.577,49.580,49.578
4998,4998000,1000,1.162,49.560,2644085.000,2691076.000,471057.000,-46991.000,1.153,50.539,539.500,528.000,86.000,11.500,49.509,49.603,49.577,49.580,49.578
4999,4999000,1000,1.162,49.559,2644595.000,2691633.000,471152.000,-47038.000,1.162,47.798,510.000,557.000,95.000,-47.000,49.508,49.603,49.577,49.580,49.578
5000,5000000,1000,1.162,49.560,2645162.000,2692130.000,471236.000,-46968.000,1.148,53.289,567.000,497.000,84.000,70.000,49.509,49.603,49.577,49.580,49.578
5001,5001000,1000,1.162,49.560,2645699.500,2692674.000,471320.000,-46974.500,1.165,49.699,537.500,544.000,84.000,-6.500,49.509,49.603,49.577,49.580,49.578
5002,5002000,1000,1.162,49.560,2646218.500,2693203.000,471418.000,-46984.500,1.146,49.523,519.000,529.000,98.000,-10.000,49.509,49.603,49.577,49.580,49.578
5003,5003000,1000,1.162,49.560,2646719.000,2693755.000,471541.000,-47036.000,1.175,47.553,500.500,552.000,123.000,-51.500,49.509,49.603,49.577,49.580,49.578
5004,5004000,1000,1.162,49.560,2647248.000,2694284.000,471654.000,-47036.000,1.171,50.000,529.000,529.000,113.000,0.000,49.509,49.603,49.577,49.580,49.578
5005,5005000,1000,1.162,49.559,2647761.000,2694850.000,471728.000,-47089.000,1.153,47.544,513.000,566.000,74.000,-53.000,49.508,49.603,49.577,49.580,49.578
5006,5006000,1000,1.162,49.559,2648288.000,2695410.000,471805.000,-47122.000,1.164,48.482,527.000,560.000,77.000,-33.000,49.508,49.602,49.577,49.580,49.578
5007,5007000,1000,1.162,49.559,2648844.500,2695939.000,471888.000,-47094.500,1.169,51.267,556.500,529.000,83.000,27.500,49.508,49.603,49.577,49.580,49.578
5008,5008000,1000,1.162,49.560,2649392.500,2696460.000,471986.000,-47067.500,1.167,51.263,548.000,521.000,98.000,27.000,49.509,49.603,49.577,49.580,49.578
5009,5009000,1000,1.162,49.560,2649933.000,2696998.000,472087.000,-47065.000,1.179,50.116,540.500,538.000,101.000,2.500,49.509,49.603,49.577,49.580,49.578
5010,5010000,1000,1.162,49.560,2650462.000,2697522.000,472185.000,-47060.000,1.151,50.237,529.000,524.000,98.000,5.000,49.509,49.603,49.577,49.580,49.578
5011,5011000,1000,1.162,49.560,2651008.500,2698050.000,472292.000,-47041.500,1.181,50.861,546.500,528.000,107.000,18.500,49.509,49.604,49.577,49.580,49.578
5012,5012000,1000,1.162,49.560,2651514.500,2698600.000,472381.000,-47085.500,1.145,47.917,506.000,550.000,89.000,-44.000,49.509,49.603,49.577,49.580,49.578
5013,5013000,1000,1.162,49.560,2652065.000,2699145.000,472460.000,-47080.000,1.175,50.251,550.500,545.000,79.000,5.500,49.509,49.603,49.577,49.580,49.578
5014,5014000,1000,1.162,49.560,2652566.000,2699714.000,472552.000,-47148.000,1.162,46.822,501.000,569.000,92.000,-68.000,49.509,49.603,49.577,49.580,49.578
5015,5015000,1000,1.162,49.559,2653072.000,2700273.000,472645.000,-47201.000,1.158,47.512,506.000,559.000,93.000,-53.000,49.508,49.602,49.577,49.580,49.578
5016,5016000,1000,1.162,49.559,2653624.000,2700814.000,472733.000,-47190.000,1.181,50.503,552.000,541.000,88.000,11.000,49.508,49.603,49.577,49.580,49.578
5017,5017000,1000,1.162,49.559,2654146.500,2701346.000,472836.000,-47199.500,1.157,49.550,522.500,532.000,103.000,-9.500,49.508,49.603,49.577,49.580,49.578
5018,5018000,1000,1.162,49.559,2654639.500,2701901.000,472941.000,-47261.500,1.153,47.042,493.000,555.000,105.000,-62.000,49.508,49.602,49.577,49.580,49.578
5019,5019000,1000,1.162,49.559,2655184.500,2702408.000,473029.000,-47223.500,1.140,51.806,545.000,507.000,88.000,38.000,49.508,49.603,49.577,49.580,49.578
5020,5020000,1000,1.162,49.559,2655728.000,2702958.000,473125.000,-47230.000,1.190,49.703,543.500,550.000,96.000,-6.500,49.508,49.603,49.577,49.580,49.578
5021,5021000,1000,1.162,49.560,2656276.000,2703481.000,473211.000,-47205.000,1.157,51.167,548.000,523.000,86.000,25.000,49.509,49.603,49.577,49.580,49.578
5022,5022000,1000,1.162,49.559,2656781.000,2704062.000,473303.000,-47281.000,1.178,46.501,505.000,581.000,92.000,-76.000,49.508,49.602,49.577,49.580,49.578
5023,5023000,1000,1.162,49.559,2657308.500,2704612.000,473377.000,-47303.500,1.151,48.956,527.500,550.000,74.000,-22.500,49.508,49.602,49.577,49.580,49.578
5024,5024000,1000,1.162,49.559,2657823.500,2705165.000,473469.000,-47341.500,1.160,48.221,515.000,553.000,92.000,-38.000,49.508,49.602,49.577,49.580,49.578
5025,5025000,1000,1.162,49.558,2658300.000,2705733.000,473580.000,-47433.000,1.155,45.620,476.500,568.000,111.000,-91.500,49.507,49.601,49.577,49.580,49.578
5026,5026000,1000,1.162,49.558,2658827.000,2706282.000,473676.000,-47455.000,1.172,48.978,527.000,549.000,96.000,-22.000,49.507,49.601,49.577,49.580,49.578
5027,5027000,1000,1.162,49.558,2659417.500,2706802.000,473756.000,-47384.500,1.190,53.174,590.500,520.000,80.000,70.500,49.508,49.602,49.577,49.580,49.578
5028,5028000,1000,1.162,49.559,2659979.000,2707320.000,473844.000,-47341.000,1.167,52.015,561.500,518.000,88.000,43.500,49.508,49.602,49.577,49.580,49.578
5029,5029000,1000,1.162,49.559,2660496.000,2707881.000,473933.000,-47385.000,1.167,47.959,517.000,561.000,89.000,-44.000,49.508,49.602,49.577,49.580,49.578
5030,5030000,1000,1.162,49.559,2661025.500,2708397.000,474040.000,-47371.500,1.153,50.646,529.500,516.000,107.000,13.500,49.508,49.602,49.577,49.580,49.578
5031,5031000,1000,1.162,49.559,2661554.000,2708951.000,474127.000,-47397.000,1.169,48.822,528.500,554.000,87.000,-25.500,49.508,49.602,49.577,49.580,49.578
5032,5032000,1000,1.162,49.559,2662077.500,2709493.000,474226.000,-47415.500,1.165,49.132,523.500,542.000,99.000,-18.500,49.508,49.602,49.577,49.580,49.578
5033,5033000,1000,1.162,49.558,2662569.500,2710024.000,474332.000,-47454.500,1.129,48.094,492.000,531.000,106.000,-39.000,49.507,49.602,49.577,49.580,49.578
5034,5034000,1000,1.162,49.558,2663097.000,2710555.000,474430.000,-47458.000,1.157,49.835,527.500,531.000,98.000,-3.500,49.507,49.602,49.577,49.580,49.578
5035,5035000,1000,1.162,49.558,2663646.500,2711122.000,474508.000,-47475.500,1.194,49.216,549.500,567.000,78.000,-17.500,49.507,49.602,49.577,49.580,49.578
5036,5036000,1000,1.162,49.558,2664158.000,2711682.000,474596.000,-47524.000,1.159,47.737,511.500,560.000,88.000,-48.500,49.507,49.601,49.577,49.580,49.578
5037,5037000,1000,1.162,49.558,2664713.500,2712218.000,474675.000,-47504.500,1.171,50.893,555.500,536.000,79.000,19.500,49.507,49.601,49.576,49.580,49.578
5038,5038000,1000,1.162,49.558,2665206.500,2712770.000,474786.000,-47563.500,1.156,47.177,493.000,552.000,111.000,-59.000,49.507,49.601,49.576,49.580,49.578
5039,5039000,1000,1.162,49.558,2665748.500,2713313.000,474867.000,-47564.500,1.166,49.954,542.000,543.000,81.000,-1.000,49.507,49.601,49.576,49.580,49.578
5040,5040000,1000,1.162,49.558,2666275.000,2713844.000,474964.000,-47569.000,1.155,49.787,526.500,531.000,97.000,-4.500,49.507,49.601,49.576,49.580,49.578
5041,5041000,1000,1.162,49.558,2666793.500,2714371.000,475063.000,-47577.500,1.145,49.593,518.500,527.000,99.000,-8.500,49.507,49.601,49.576,49.580,49.578
5042,5042000,1000,1.162,49.557,2667294.500,2714930.000,475157.000,-47635.500,1.154,47.264,501.000,559.000,94.000,-58.000,49.507,49.601,49.576,49.580,49.578
5043,5043000,1000,1.162,49.558,2667840.000,2715443.000,475261.000,-47603.000,1.163,51.535,545.500,513.000,104.000,32.500,49.507,49.601,49.576,49.580,49.578
5044,5044000,1000,1.162,49.557,2668351.000,2716016.000,475351.000,-47665.000,1.174,47.140,511.000,573.000,90.000,-62.000,49.507,49.601,49.576,49.580,49.578
5045,5045000,1000,1.162,49.557,2668862.500,2716545.000,475454.000,-47682.500,1.143,49.159,511.500,529.000,103.000,-17.500,49.506,49.600,49.576,49.580,49.578
5046,5046000,1000,1.162,49.558,2669419.000,2717077.000,475551.000,-47658.000,1.185,51.125,556.500,532.000,97.000,24.500,49.507,49.601,49.576,49.580,49.578
5047,5047000,1000,1.162,49.558,2669954.000,2717591.000,475652.000,-47637.000,1.150,51.001,535.000,514.000,101.000,21.000,49.507,49.601,49.576,49.580,49.578
