Session ID,Cumulative Games,Games Simulated in Session,Games Played in Session,Lifetime Avg Bet (Xbase),Lifetime winrate (W/L x(Base)),Lifetime Amount won (Xbase),Lifetime Amount loss (Xbase),Lifetime Amount push (Xbase),Lifetime Net Gain/Loss (Xbase),Session Avg Bet (Xbase),Session winrate (W/L x(Base)),Session Amount won (Xbase),Session Amount loss (Xbase),Session Amount push (Xbase),Session Net Gain/Loss (Xbase)
83,83000,1000,140.0,3.847,50.341,146270.0,144290.0,28710.0,1980.0,3.38,46.885,1430.0,1620.0,330.0,-190.0
84,84000,1000,155.0,3.837,50.304,147615.0,145830.0,28880.0,1785.0,3.055,46.62,1345.0,1540.0,170.0,-195.0
85,85000,1000,173.0,3.838,50.35,149570.0,147490.0,29210.0,2080.0,3.945,54.08,1955.0,1660.0,330.0,295.0
86,86000,1000,186.0,3.839,50.311,151320.0,149450.0,29400.0,1870.0,3.9,47.17,1750.0,1960.0,190.0,-210.0
87,87000,1000,72.0,3.812,50.275,151890.0,150230.0,29510.0,1660.0,1.46,42.222,570.0,780.0,110.0,-210.0
88,88000,1000,170.0,3.82,50.378,154315.0,152000.0,29820.0,2315.0,4.505,57.807,2425.0,1770.0,310.0,655.0
89,89000,1000,210.0,3.838,50.34,156695.0,154580.0,30350.0,2115.0,5.49,47.984,2380.0,2580.0,530.0,-200.0
90,90000,1000,159.0,3.839,50.359,158530.0,156270.0,30690.0,2260.0,3.865,52.057,1835.0,1690.0,340.0,145.0
91,91000,1000,218.0,3.856,50.345,161005.0,158800.0,31060.0,2205.0,5.375,49.451,2475.0,2530.0,370.0,-55.0
92,92000,1000,100.0,3.832,50.342,161740.0,159540.0,31240.0,2200.0,1.655,49.831,735.0,740.0,180.0,-5.0
93,93000,1000,140.0,3.816,50.325,162845.0,160740.0,31330.0,2105.0,2.395,47.939,1105.0,1200.0,90.0,-95.0
94,94000,1000,174.0,3.814,50.224,164205.0,162740.0,31560.0,1465.0,3.59,40.476,1360.0,2000.0,230.0,-640.0
95,95000,1000,146.0,3.81,50.242,165910.0,164310.0,31690.0,1600.0,3.405,52.061,1705.0,1570.0,130.0,135.0
96,96000,1000,165.0,3.807,50.175,167340.0,166170.0,31920.0,1170.0,3.52,43.465,1430.0,1860.0,230.0,-430.0
97,97000,1000,72.0,3.779,50.132,167730.0,166850.0,32020.0,880.0,1.17,36.449,390.0,680.0,100.0,-290.0
98,98000,1000,195.0,3.789,50.098,169865.0,169200.0,32300.0,665.0,4.765,47.603,2135.0,2350.0,280.0,-215.0
99,99000,1000,162.0,3.789,50.025,171440.0,171270.0,32400.0,170.0,3.745,43.21,1575.0,2070.0,100.0,-495.0
100,100000,1000,93.0,3.779,50.034,172805.0,172570.0,32550.0,235.0,2.815,51.22,1365.0,1300.0,150.0,65.0
